iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/UBERON_0003100	female organism	Gonochoristic organism that can produce female gametes.		multi-cellular organism	
http://purl.obolibrary.org/obo/UBERON_0003101	male organism	Gonochoristic organism that can produce male gametes.		multi-cellular organism	
http://purl.obolibrary.org/obo/UBERON_0003102	surface structure	Anatomical structure that overlaps the outer epithelial layer and is adjacent to the space surrounding the organism.		|multi-tissue structure	external covering of organism
http://purl.obolibrary.org/obo/UBERON_0003103	compound organ	Anatomical structure that has as its parts two or more multi-tissue structures of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona fide boundaries from other distinct anatomical structures of different types.		multicellular anatomical structure|organ	anatomical system
http://purl.obolibrary.org/obo/UBERON_0003104	mesenchyme	Portion of tissue consisting of loosely organized undifferentiated mesodermal cells that give rise to such structures as connective tissues, blood, lymphatics, bone, and cartilage[XAO]. A mesh-like cell arrangement, less compact than an epithelium[ZFA]. The part of the embryonic mesoderm, consisting of loosely packed, unspecialized cells set in a gelatinous ground substance, from which connective tissue, bone, cartilage, and the circulatory and lymphatic systems develop[BTO].		tissue	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0003124	chorion	The chorion is one of the membranes that exists during pregnancy between the developing fetus and mother. It is formed by extraembryonic mesoderm and the two layers of trophoblast and surrounds the embryo and other membranes. The chorionic villi emerge from the chorion, invade the endometrium, and allow transfer of nutrients from maternal blood to fetal blood.		extraembryonic membrane|mesoderm-derived structure	conceptus|anatomical wall
http://purl.obolibrary.org/obo/UBERON_0003133	reproductive organ	An organ involved in reproduction		reproductive structure|organ	reproductive system
http://purl.obolibrary.org/obo/UBERON_0003134	female reproductive organ	A female organ involved in reproduction		reproductive organ||female anatomical structure	female reproductive system
http://purl.obolibrary.org/obo/UBERON_0003135	male reproductive organ	A male organ involved in reproduction		reproductive organ|male anatomical structure|	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0003218	ovary septum	Septum that divides the ovary, the basal portion of a carpel or group of fused carpels, that encloses the ovule(s)[GO].		|reproductive structure|septum|female anatomical structure	female gonad
http://purl.obolibrary.org/obo/UBERON_0003219	shell septum	Septum that divides the internal chambers (camerae) of the shell of a cephalopod, namely nautiloids or ammonoids.		septum|	shell
http://purl.obolibrary.org/obo/UBERON_0003249	epithelium of otic placode	An epithelium that is part of a otic placode [Automatically generated definition].		embryonic tissue|epithelium|	otic placode
http://purl.obolibrary.org/obo/UBERON_0003265	chorionic mesenchyme			extraembryonic tissue||extraembryonic membrane mesenchyme|dense mesenchyme tissue	chorion
http://purl.obolibrary.org/obo/UBERON_0003276	skeleton of embryo	A skeletal system that is part of a embryo [Automatically generated definition].		skeletal system|embryonic structure	musculoskeletal system|embryo
http://purl.obolibrary.org/obo/UBERON_0003294	gland of foregut	A gland that is part of a foregut [Automatically generated definition].		gland of gut|	foregut
http://purl.obolibrary.org/obo/UBERON_0003297	gland of integumental system	A gland that is part of a integumental system [Automatically generated definition].		|gland	integumental system
http://purl.obolibrary.org/obo/UBERON_0003312	mesenchyme of testis	Mesenchyme that is part of a testis [Automatically generated definition].		male anatomical structure||gonad mesenchyme	testis
http://purl.obolibrary.org/obo/UBERON_0003315	mesenchyme of ovary	Mesenchyme that is part of a ovary [Automatically generated definition].		|female anatomical structure|gonad mesenchyme	female gonad
http://purl.obolibrary.org/obo/UBERON_0003338	ganglion of peripheral nervous system	A spatially aggregated collection of nerve cell bodies in the PNS, consisting of one or more subpopulations that share cell type, chemical phenotype, and connections. (CUMBO).		ganglion|	peripheral nervous system
http://purl.obolibrary.org/obo/UBERON_0003339	ganglion of central nervous system	A ganglion that is part of a central nervous system [Automatically generated definition].		ganglion|ectoderm-derived structure|	central nervous system
http://purl.obolibrary.org/obo/UBERON_0003343	mucosa of oral region	A mucosa that is part of a oral opening [Automatically generated definition].		mouth mucosa|	oral opening|anatomical wall
http://purl.obolibrary.org/obo/UBERON_0003350	epithelium of mucosa	A layer of epithelial cells on the surface of the mucosa.		epithelium|	mucosa
http://purl.obolibrary.org/obo/UBERON_0003352	epithelium of midgut	An epithelium that is part of a midgut.		gut epithelium|	midgut
http://purl.obolibrary.org/obo/UBERON_0003353	epithelium of hindgut	An epithelium that is part of a hindgut [Automatically generated definition].		gut epithelium|	hindgut
http://purl.obolibrary.org/obo/UBERON_0003374	chorionic ectoderm			|mesoderm-derived structure|ectoderm-derived structure|extraembryonic structure	chorion
http://purl.obolibrary.org/obo/UBERON_0003408	gland of gut	A gland that is part of a digestive tract [Automatically generated definition].		gland|digestive system organ|	digestive tract
http://purl.obolibrary.org/obo/UBERON_0003439	nerve of trunk region	A nerve that is part of a trunk [Automatically generated definition].		nerve|	trunk|peripheral nervous system
http://purl.obolibrary.org/obo/UBERON_0003444	pelvis nerve	A nerve that is part of a pelvis [Automatically generated definition].		|nerve of abdominal segment	peripheral nervous system|pelvis
http://purl.obolibrary.org/obo/UBERON_0003496	head blood vessel	A blood vessel that is part of a head [Automatically generated definition].		|blood vessel	cranial blood vasculature
http://purl.obolibrary.org/obo/UBERON_0003499	brain blood vessel	A blood vessel that is part of a brain [Automatically generated definition].		|ectoderm-derived structure|blood vessel	blood vasculature|brain
http://purl.obolibrary.org/obo/UBERON_0003504	respiratory system blood vessel	A blood vessel that is part of a respiratory system [Automatically generated definition].		|blood vessel	respiratory system|blood vasculature
http://purl.obolibrary.org/obo/UBERON_0003513	trunk blood vessel	A blood vessel that is part of a trunk [Automatically generated definition].		|blood vessel	trunk|blood vasculature
http://purl.obolibrary.org/obo/UBERON_0003520	pelvis blood vessel	A blood vessel that is part of a pelvis [Automatically generated definition].		|abdominal segment blood vessel	blood vasculature|pelvis
http://purl.obolibrary.org/obo/UBERON_0003566	head connective tissue	A portion of connective tissue that is part of a head [Automatically generated definition].		|connective tissue	head
http://purl.obolibrary.org/obo/UBERON_0003570	respiratory system connective tissue	A portion of connective tissue that is part of a respiratory system [Automatically generated definition].		|connective tissue	respiratory system
http://purl.obolibrary.org/obo/UBERON_0003586	trunk connective tissue	A portion of connective tissue that is part of a trunk [Automatically generated definition].		|connective tissue	trunk
http://purl.obolibrary.org/obo/UBERON_0003594	pelvis connective tissue	A portion of connective tissue that is part of a pelvis [Automatically generated definition].		|abdominal segment connective tissue	pelvis
http://purl.obolibrary.org/obo/UBERON_0003714	neural tissue	Portion of tissue which consists of neurons, neuroglia and vasculature. Examples: Neural tissue of brain, neural tissue of peripheral ganglion, neural tissue of nerve[FMA].		|tissue	nervous system
http://purl.obolibrary.org/obo/UBERON_0003729	mouth mucosa	A mucous membrane that lines the mouth.		|ectoderm-derived structure|mucosa	anatomical wall|mouth
http://purl.obolibrary.org/obo/UBERON_0003824	nerve of thoracic segment	A nerve that is part of a thorax [Automatically generated definition].		nerve of trunk region|	peripheral nervous system|thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003825	nerve of abdominal segment	A nerve that is part of an abdominal segment of trunk [Automatically generated definition].		|nerve of trunk region	peripheral nervous system|abdominal segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003830	thoracic segment muscle	A muscle organ that is part of a thorax [Automatically generated definition].		thoracic segment organ|muscle of trunk|	musculature of thorax
http://purl.obolibrary.org/obo/UBERON_0003831	respiratory system muscle	A muscle organ that is part of a respiratory system [Automatically generated definition].		muscle organ|	respiratory system|musculature
http://purl.obolibrary.org/obo/UBERON_0003832	esophagus muscle	A muscle organ that is part of a esophagus [Automatically generated definition].		|muscle organ|digestive system organ	musculature|wall of esophagus
http://purl.obolibrary.org/obo/UBERON_0003833	abdominal segment muscle	A muscle organ that is part of an abdominal segment of trunk [Automatically generated definition].		abdominal segment organ|muscle of trunk	abdominal segment of trunk|musculature of trunk
http://purl.obolibrary.org/obo/UBERON_0003834	thoracic segment blood vessel	A blood vessel that is part of a thorax [Automatically generated definition].		|trunk blood vessel	blood vasculature|thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003835	abdominal segment blood vessel	A blood vessel that is part of an abdominal segment of trunk [Automatically generated definition].		|trunk blood vessel	blood vasculature|abdominal segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003837	thoracic segment connective tissue	A portion of connective tissue that is part of a thorax [Automatically generated definition].		trunk connective tissue|	thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003838	abdominal segment connective tissue	A portion of connective tissue that is part of an abdominal segment of trunk [Automatically generated definition].		|trunk connective tissue	abdominal segment of trunk
http://purl.obolibrary.org/obo/UBERON_0003855	gonad mesenchyme	Mesenchyme that is part of a gonad [Automatically generated definition].		reproductive structure|mesenchyme|	gonad
http://purl.obolibrary.org/obo/UBERON_0003869	presumptive ganglion	A presumptive structure that has_potential_to_develop_into a ganglion.		presumptive structure	embryo
http://purl.obolibrary.org/obo/UBERON_0003886	body cavity precursor	An anatomical cavity that has_potential_to_develop_into a coelemic cavity lumen.		anatomical space	
http://purl.obolibrary.org/obo/UBERON_0003889	fallopian tube	Two very fine tubes lined with ciliated epithelia, leading from the ovaries of female mammals into the uterus, via the utero-tubal junction[WP]. Embryos have two pairs of ducts to let gametes out of the body; one pair (the Mullerian ducts) develops in females into the Fallopian tubes, uterus and vagina, while the other pair (the Wolffian ducts) develops in males into the epididymis and vas deferens.		||reproductive structure|female anatomical structure|tube	oviduct|pelvis
http://purl.obolibrary.org/obo/UBERON_0003890	Mullerian duct	paired ducts of the embryo that run down the lateral sides of the urogenital ridge and terminate at the mullerian eminence in the primitive urogenital sinus. In the female, they will develop to form the fallopian tubes, uterus, and the upper portion of the vagina; in the male, they are lost. These ducts are made of tissue of mesodermal origin[WP]. develops either by lengthwise splitting of the archinephric duct (in chondrichthyans and some amphibians) or by a elongated invagination of the coelomic epithelium (other vertebrates) In males, the oviducts regress. The cranial end of the oviduct maintains an opening into the coelom (which primitively may have been the anteriormost coelomic funnels connecting the nephrocoel with the coelom). This opening is the ostium tubae[USM].		embryonic structure|mesoderm-derived structure|tube	embryo
http://purl.obolibrary.org/obo/UBERON_0003920	venous blood vessel	a blood vessel that carries blood from the capillaries toward the heart		|blood vessel	venous system|blood vasculature
http://purl.obolibrary.org/obo/UBERON_0003928	digestive system duct	A duct that is part of a digestive system [Automatically generated definition].		duct|	digestive system
http://purl.obolibrary.org/obo/UBERON_0003929	gut epithelium	An epithelium that is part of a digestive tract [Automatically generated definition].		epithelium|	digestive tract
http://purl.obolibrary.org/obo/UBERON_0003937	sex gland	any of the organized aggregations of cells that function as secretory or excretory organs and are associated with reproduction		reproductive structure|gland	reproductive system
http://purl.obolibrary.org/obo/UBERON_0003978	valve			organ part	organ
http://purl.obolibrary.org/obo/UBERON_0004053	external male genitalia	the external masculine genital organs, including the penis and scrotum		male reproductive organ|external genitalia	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0004111	anatomical conduit	any opening in the body.		anatomical cluster	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure	An anatomical structure that develops (entirely or partially) from the mesoderm.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure	An anatomical structure that develops (entirely or partially) from the ectoderm.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0004176	external genitalia	The external genitalia are the outer sex organs, such as the penis or vulva in mammals		reproductive organ	reproductive system
http://purl.obolibrary.org/obo/UBERON_0004253	skin muscle	A muscle organ that is part of a skin of body [Automatically generated definition].		|muscle organ	integumental system|musculature
http://purl.obolibrary.org/obo/UBERON_0004289	radula	an anatomical structure found in mollusks and used for feeding. It is a minutely toothed, chitinous ribbon. It is typically used for scraping or cutting food before the food enters the esophagus. The radula is unique to the molluscs, and is found in all classes of mollusks except for the bivalves.		organ	anatomical system
http://purl.obolibrary.org/obo/UBERON_0004456	entire sense organ system	Sum of all sensory systems in an organism.		anatomical system	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0004457	cavity lining			organ component layer|body cavity or lining	anatomical wall
http://purl.obolibrary.org/obo/UBERON_0004458	body cavity or lining			anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0004461	musculature of head	Any collection of muscles that is part of a head [Automatically generated definition].		||craniocervical region musculature	axial musculature|head
http://purl.obolibrary.org/obo/UBERON_0004462	musculature of body wall	Any collection of muscles that is part of a body wall [Automatically generated definition].		|musculature of trunk	body wall|musculature of body
http://purl.obolibrary.org/obo/UBERON_0004464	musculature of thorax	Any collection of muscles that is part of a thorax [Automatically generated definition].		|musculature of trunk	thoracic segment of trunk|musculature of body
http://purl.obolibrary.org/obo/UBERON_0004479	musculature of trunk	Any collection of muscles that is part of a trunk [Automatically generated definition].		|musculature	trunk|musculature of body
http://purl.obolibrary.org/obo/UBERON_0004521	vasculature of muscle organ	A vasculature that is part of a muscle organ [Automatically generated definition].		vasculature of musculoskeletal system||vasculature of organ	vascular system|muscle organ
http://purl.obolibrary.org/obo/UBERON_0004522	vasculature of musculoskeletal system	A vasculature that is part of a musculoskeletal system [Automatically generated definition].		|vasculature	vascular system|musculoskeletal system
http://purl.obolibrary.org/obo/UBERON_0004529	anatomical projection	a projection or outgrowth of tissue from a larger body or organ.		organ segment	organ
http://purl.obolibrary.org/obo/UBERON_0004535	cardiovascular system	Anatomical system that has as its parts the heart and blood vessels.		anatomical system|	circulatory system
http://purl.obolibrary.org/obo/UBERON_0004537	blood vasculature	a vascular network consisting of blood vessels.		vasculature	vascular system
http://purl.obolibrary.org/obo/UBERON_0004581	systemic venous system	The part of the venous system that drains the general body tissues[Kardong]		|vasculature	venous system
http://purl.obolibrary.org/obo/UBERON_0004582	venous system	The part of the cardiovascular system consisting of all venous vessels. In vertebrates with a double circulation, this can be divided into systemic and pulmonary portions.		vascular system	cardiovascular system
http://purl.obolibrary.org/obo/UBERON_0004716	conceptus	The embryo and its adnexa (appendages or adjunct parts) or associated membranes (i.e. the products of conception) The conceptus includes all structures that develop from the zygote, both embryonic and extraembryonic. It includes the embryo as well as the embryonic part of the placenta and its associated membranes - amnion, chorion (gestational sac), and yolk sac[WP].		anatomical group	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0004732	segmental subdivision of nervous system	Any segmental subdivision of a nervous system. Includes metameric developmental segments, such as vertebrates neuromeres.		organ segment|	organ|nervous system
http://purl.obolibrary.org/obo/UBERON_0004755	skeletal tissue	A specialized form of connective tissue in which the extracellular matrix is firm, providing the tissue with resilience, and/or mineralized and that functions in mechanical and structural support.[VSAO]		|connective tissue	skeletal element
http://purl.obolibrary.org/obo/UBERON_0004765	skeletal element	Organ consisting of skeletal tissue. Encompasses whole bones, fused bones, cartilaginious elements, teeth, dermal denticles.		|organ	skeletal system
http://purl.obolibrary.org/obo/UBERON_0004785	respiratory system mucosa	A mucosa that is part of a respiratory system [Automatically generated definition].		|mucosa	respiratory system|anatomical wall
http://purl.obolibrary.org/obo/UBERON_0004786	gastrointestinal system mucosa	A mucosa that is part of a gastrointestinal system.		||mucosa	anatomical wall|gastrointestinal system|digestive tract
http://purl.obolibrary.org/obo/UBERON_0004797	blood vessel layer	An organ component layer that is part of a blood vessel.		organ component layer||mesoderm-derived structure	anatomical wall|blood vessel
http://purl.obolibrary.org/obo/UBERON_0004804	oviduct epithelium	An epithelium that is part of a oviduct [Automatically generated definition].		meso-epithelium|reproductive structure||female anatomical structure	fallopian tube
http://purl.obolibrary.org/obo/UBERON_0004807	respiratory system epithelium	An epithelium that is part of a respiratory system [Automatically generated definition].		epithelium|	respiratory system
http://purl.obolibrary.org/obo/UBERON_0004808	gastrointestinal system epithelium	An epithelium that is part of a digestive system [Automatically generated definition].		epithelium|	gastrointestinal system
http://purl.obolibrary.org/obo/UBERON_0004809	salivary gland epithelium	An epithelium that is part of a salivary gland [Automatically generated definition].		|gut epithelium|ecto-epithelium	salivary gland
http://purl.obolibrary.org/obo/UBERON_0004859	eye gland	A gland that is part of a eye. The eye is a compound unit which depending on the species may consist of an eyeballs plus associated ducts and integumentary structures. Eye glands therefore include the various types of lacrimal gland, the various types of apocrine and sebaceous glands associated with the eyelid.		gland|	eye
http://purl.obolibrary.org/obo/UBERON_0004871	somatic layer of lateral plate mesoderm	Layer of lateral plate mesoderm that forms the future body wall - underlies the ectoderm[WP].		|developing anatomical structure	lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0004872	splanchnic layer of lateral plate mesoderm	Layer of lateral plate mesoderm that forms the circulatory system and future gut wall - overlies endoderm[WP].		|developing anatomical structure	lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0004874	somatopleure	a structure created during embryogenesis when the lateral mesoderm splits into two layers - the outer (or somatic) layer becomes applied to the inner surface of the ectoderm, and with it forms the somatopleure.[WP].		|developing anatomical structure	lateral plate mesoderm
http://purl.obolibrary.org/obo/UBERON_0004906	ectodermal part of digestive tract	A portion of the gut that is derived from ectoderm.		subdivision of digestive tract|ectoderm-derived structure	organ|digestive tract
http://purl.obolibrary.org/obo/UBERON_0004907	lower digestive tract	the region of the digestive tract extending from the beginning of the intestines to the anus[GO - gut definition].		subdivision of digestive tract|	organ|gastrointestinal system|digestive tract
http://purl.obolibrary.org/obo/UBERON_0004909	epithelium of gonad	An epithelium surrounding a gonad.		meso-epithelium|reproductive structure|	gonad
http://purl.obolibrary.org/obo/UBERON_0004910	epithelium of male gonad	An epithelium surrounding a testis.		male anatomical structure|epithelium of gonad|	testis
http://purl.obolibrary.org/obo/UBERON_0004911	epithelium of female gonad	An epithelium surrounding an ovary.		|epithelium of gonad|female anatomical structure	female gonad
http://purl.obolibrary.org/obo/UBERON_0004921	subdivision of digestive tract	A proximal-distal subdivision of the digestive tract.		subdivision of tube|	organ|digestive tract
http://purl.obolibrary.org/obo/UBERON_0004923	organ component layer	Organ component which is a part of a wall of an organ.		organ part|	anatomical wall
http://purl.obolibrary.org/obo/UBERON_0004990	mucosa of ascending colon	A mucosa that is part of an ascending colon [Automatically generated definition].		colonic mucosa|	wall of large intestine|intestinal mucosa|ascending colon
http://purl.obolibrary.org/obo/UBERON_0005048	mucosa of uterine tube	A mucosa that is part of a fallopian tube [Automatically generated definition].		reproductive structure||female anatomical structure|mucosa	anatomical wall|fallopian tube
http://purl.obolibrary.org/obo/UBERON_0005056	external female genitalia	An external genitalia that is part of a female reproductive system [Automatically generated definition].		female reproductive organ|external genitalia	female reproductive system
http://purl.obolibrary.org/obo/UBERON_0005061	neural groove	The median dorsal longitudinal groove formed in the embryo by the neural plate after the appearance of the neural folds.		|developing anatomical structure	neural plate
http://purl.obolibrary.org/obo/UBERON_0005062	neural fold	One of the two elevated edges of the neural groove[GO,MP].		embryonic tissue|epithelial fold||ecto-epithelium	neural groove
http://purl.obolibrary.org/obo/UBERON_0005085	ectodermal placode	An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm[GO]		primordium|	ectoderm
http://purl.obolibrary.org/obo/UBERON_0005090	muscle structure	Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms[GO].		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0005156	reproductive structure	An anatomical structure that is part of the reproductive system.		|mesoderm-derived structure	reproductive system
http://purl.obolibrary.org/obo/UBERON_0005157	epithelial fold	An epithelial sheet bent on a linear axis.		epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0005162	multi cell component structure	A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part.		anatomical cluster	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0005173	abdominal segment organ	An organ that part of the adbominal segment of the organism. This region can be further subdivided into the abdominal cavity and the pelvic region.		|trunk organ	anatomical system|abdominal segment of trunk
http://purl.obolibrary.org/obo/UBERON_0005177	trunk organ	An organ that part of the trunk region. The trunk region can be further subdividied into thoracic (including chest and thoracic cavity) and abdominal (including abdomen and pelbis) regions.		|organ	anatomical system|trunk
http://purl.obolibrary.org/obo/UBERON_0005178	thoracic cavity organ	An organ that is in the thoracic cavity. Examples: lung, heart.		organ	anatomical system
http://purl.obolibrary.org/obo/UBERON_0005179	pelvic region organ	An organ that is part of the pelvic region. Examples: reproductive organs (in some organisms), urinary bladder.		|abdominal segment organ	anatomical system|pelvis
http://purl.obolibrary.org/obo/UBERON_0005181	thoracic segment organ	An organ that part of the thoracic segment region. This region can be further subdividied chest and thoracic cavity regions.		|trunk organ	anatomical system|thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0005194	thoracic vein	A vein that is part of a thorax [Automatically generated definition].		thoracic segment blood vessel|vein	venous system|blood vasculature|thoracic segment of trunk
http://purl.obolibrary.org/obo/UBERON_0005250	stomatodeum gland	A gland that is part of a stomodeum.		embryonic structure||gland	anatomical system|stomodeum
http://purl.obolibrary.org/obo/UBERON_0005253	head mesenchyme	Portion of primordial embryonic connective tissue of the developing head, consisting of mesenchymal cells supported in interlaminar jelly, that derive mostly from the mesoderm and contribute to head connective tissue, bone and musculature in conjunction with cranial neural crest cells.		embryonic tissue||mesenchyme|	entire embryonic mesenchyme|head
http://purl.obolibrary.org/obo/UBERON_0005256	trunk mesenchyme	Mesenchyme that is part of a trunk.		embryonic tissue||mesenchyme|	trunk|entire embryonic mesenchyme
http://purl.obolibrary.org/obo/UBERON_0005284	brain vasculature	A vasculature that is part of a brain [Automatically generated definition].		|ectoderm-derived structure|vasculature of organ	vascular system|brain
http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue	A portion of tissue that is part of an embryo.		embryonic structure||tissue	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0005292	extraembryonic tissue	Portion of tissue that is contiguous with the embryo and is comprised of portions of tissue or cells that will not contribute to the embryo.		extraembryonic structure|tissue	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0005398	female reproductive gland	A sex gland that is part of a female reproductive system.		|sex gland|female anatomical structure	female reproductive organ
http://purl.obolibrary.org/obo/UBERON_0005399	male reproductive gland	A sex gland that is part of a male reproductive system.		male anatomical structure|sex gland|	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0005409	gastrointestinal system			|anatomical system	digestive system
http://purl.obolibrary.org/obo/UBERON_0005423	developing anatomical structure			material anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0005564	gonad primordium	Portion of tissue that gives rise to the immature gonad.		primordium|reproductive structure|tissue	reproductive system
http://purl.obolibrary.org/obo/UBERON_0005630	fetal membrane	the amnion and chorion which surround and protect a developing fetus.		extraembryonic membrane	conceptus|anatomical wall
http://purl.obolibrary.org/obo/UBERON_0005631	extraembryonic membrane	Intrinsic membrane that arises from embryonic germ layers and grow to surround the developing embryo.		membranous layer|extraembryonic structure|	conceptus|anatomical wall
http://purl.obolibrary.org/obo/UBERON_0005636	caecum epithelium	An epithelium that is part of a caecum.		colonic epithelium|	mucosa of large intestine|caecum
http://purl.obolibrary.org/obo/UBERON_0005641	otocyst epithelium	An epithelium that is part of a ear vesicle.		embryonic tissue||structure with developmental contribution from neural crest|ecto-epithelium	ear vesicle
http://purl.obolibrary.org/obo/UBERON_0005725	olfactory system	A sensory system that is capable of olfacttion (the sensory perception of smell).		chemosensory system	entire sense organ system
http://purl.obolibrary.org/obo/UBERON_0005726	chemosensory system			sensory system	entire sense organ system
http://purl.obolibrary.org/obo/UBERON_0005728	extraembryonic mesoderm	.		extraembryonic tissue|mesoderm-derived structure|dense mesenchyme tissue	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0005813	tubercle	a round nodule, small eminence, or warty outgrowth found on bones, skin, or within the lungs in tuberculosis. They are also found on the leading edge of Humpback Whale's flippers, improving fluid flow over the flipper's surface[WP].		anatomical projection	organ
http://purl.obolibrary.org/obo/UBERON_0005904	duct of male reproductive system	Any of the ducts that are part of a male reproductive system.		duct|male anatomical structure|reproductive structure|	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0005971	amniotic fold	A sheet of somatopleure that grows upward over the embryo and eventually meets in the midline enclosing the embryo, eventually giving rise to the amnion and chorion[Kardong].		mesoderm-derived structure|extraembryonic structure	
http://purl.obolibrary.org/obo/UBERON_0006003	integumentary adnexa	Anatomical structure embedded in or located in the integument that is part of the integumental system. Examples: hair, follicles, skin glands, claws, nails, feathers.		|organ part	integumental system|organ
http://purl.obolibrary.org/obo/UBERON_0006211	buccopharyngeal membrane	The thin bilaminar membrane derived from the prechordal plate that is devoid of mesoderm and formed by the apposition of the stomodeal ectoderm with the foregut endoderm; after the embryonic head fold has evolved it lies at the caudal limit of the stomodeum, forming a septum between the primitive mouth and pharynx; the membrane eventually disappears, and thus a communication is established between the mouth and the future pharynx.		embryonic structure|septum|	embryo|mouth-foregut junction
http://purl.obolibrary.org/obo/UBERON_0006264	mouth-foregut junction	An anatomical junctions that overlaps the mouth and foregut.		anatomical junction|	gastrointestinal system
http://purl.obolibrary.org/obo/UBERON_0006273	otic pit	The auditory pit, also known as the otic pit, is the first rudiment of the internal ear. It appears shortly after that of the eye, in the form of a patch of thickened ectoderm, the auditory plate, over the region of the hind-brain. The auditory plate becomes depressed and converted into the auditory pit (or otic pit).		|developing anatomical structure	embryo
http://purl.obolibrary.org/obo/UBERON_0006575	mantle	A fold or lobe or pair of lobes of the body wall of a mollusk or brachiopod that in shell-bearing forms lines the shell and bears shell-secreting glands.		organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0006580	mantle cavity	Within the shell is a fleshy layer of tissue called the mantle; there is a cavity (the mantle cavity) between the mantle and the body wall proper.		anatomical space|	mantle
http://purl.obolibrary.org/obo/UBERON_0006581	mantle muscle	A muscle organ that is part of a mantle.		|muscle organ	mantle|musculature
http://purl.obolibrary.org/obo/UBERON_0006583	statocyst	a balance sensory receptor present in some aquatic invertebrates[WP].		sense organ	sensory system
http://purl.obolibrary.org/obo/UBERON_0006598	presumptive structure			|developing anatomical structure	embryo
http://purl.obolibrary.org/obo/UBERON_0006601	presumptive ectoderm			presumptive structure	embryo
http://purl.obolibrary.org/obo/UBERON_0006603	presumptive mesoderm			presumptive structure	embryo
http://purl.obolibrary.org/obo/UBERON_0006611	exoskeleton	Exoskeleton or shell, including those of mollusks, turtles, insects and crustaceans.		anatomical cluster|	integumental system
http://purl.obolibrary.org/obo/UBERON_0006612	shell	A rigid covering that envelops an object.		anatomical cluster|	integumental system
http://purl.obolibrary.org/obo/UBERON_0006675	venous valve	A valve that is part of a vein.		|valve|mesoderm-derived structure	organ|vein
http://purl.obolibrary.org/obo/UBERON_0006799	glandular epithelium	Epithelium composed of secretory cells.		epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0006876	vasculature of organ	A vasculature that is part of a organ.		|vasculature	organ|vascular system
http://purl.obolibrary.org/obo/UBERON_0006904	head mesenchyme from mesoderm	A head mesenchyme that develops_from a mesoderm.		mesoderm-derived structure|head mesenchyme	entire embryonic mesenchyme|head
http://purl.obolibrary.org/obo/UBERON_0006924	stomach glandular epithelium	A glandular epithelium that lines the stomach. The stomach's glandular epithelium is characterized by the presence of gastric glands.		epithelium of stomach||glandular columnar epithelium	stomach glandular region mucosa
http://purl.obolibrary.org/obo/UBERON_0006929	glandular columnar epithelium	Simple columnar epithelium that constitutes the secretory part of a gland. Examples: epithelium of stomach, luminal epithelium of lactiferous duct.[FMA]		simple columnar epithelium|glandular epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0006931	stomach glandular region mucosa	A mucosa of stomach that is part of a stomach glandular region.		|mucosa of stomach	stomach glandular region|wall of stomach
http://purl.obolibrary.org/obo/UBERON_0006932	vestibular epithelium	An epithelium that is part of a vestibular labyrinth.		sensory epithelium||inner ear epithelium	vestibular labyrinth|peripheral nervous system
